Location name,evse_id,spot_connector_id,tariff_id,src_id
Eni Station - 42 Route d'Ingersheim,FR*PLN*EH000894*2,91688828,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
ZAC de Pontillault - Lieu dit les Berchères,FR*PLN*EH003057*2,105455162,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
ZAC de Pontillault - Lieu dit les Berchères,FR*PLN*EE008112*1,105455160,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
Parc d’Activité Ecovert-Route de Vrigne-Meuse,FR*PLN*EH002990*1,105290091,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
"D103, La Gueuse",FR*PLN*EH001124*3,104708216,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Rue de la Fosse Benate - Tangentielle RN60,FR*PLN*EH003052*1,107468023,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"Logis Hôtel le Capricorne, Av. Hubert Ruffe",FR*PLN*EH001183*1,81933454,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Chemin du Vieux Château - Lieudit La Provende,FR*PLN*EH002658*1,98332729,3f011f8ce2ce43039d4392d6014c84c1,c22287d4eb8140d785467ba0d6885855_10
Eni Station - 19 BIS AVE BERTHELOT,FR*PLN*EH003099*1,92474087,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Rue de l'Aubépine,FR*PLN*EH003102*2,110013834,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
49 Rte de Saint-Pourçain,FR*PLN*EE007726*1,91688875,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
Aire de Haut Forez Sud,FR*PLN*EH002112*1,109733307,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
3 rue de l'artisanat,FR*PLN*EE008088*1,104888723,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
Av. Santos Dumont,FR*PLN*EH001155*2,81933460,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"ZAC des Charmes, Avenue de L'Europe",FR*PLN*EH003265*2,130162323,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Aire de Souchez - A26,FR*PLN*EH003147*3,129398004,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"1, Les Vernes",FR*PLN*EH000997*2,115924055,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 114-116 Rue des Aciéries,FR*PLN*EH000733*2,82170688,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - 114-116 Rue des Aciéries,FR*PLN*EH000737*2,82170691,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"1, Les Vernes",FR*PLN*EH000997*1,115924054,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Aire de Service La Maxe - Autoroute A31,FR*PLN*EH003087*2,107472797,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - RUE ADRIEN FAYOLLE,FR*PLN*EH000594*3,70377257,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - ZAC DU CHAMP ST ANGE,FR*PLN*EH001103*3,83113491,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Aire de Service Trementines,FR*PLN*EH003084*3,98333088,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Chaumont-sur-Tharonne,FR*PLN*EH001594*1,95531352,ebca4abaea071b612ebaeb5fd7b8fb8c,e11d9f9257dc455fbf47af8913eb26df_104
Les Grands Gougniots - 1 rue de Vandoeuvre,FR*PLN*EE008155*1,112175661,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
Rue de Moulin Gillier,FR*PLN*EH001089*1,98332601,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - ROUTE DE PEZENAS,FR*PLN*EH000560*1,77427631,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 114-116 Rue des Aciéries,FR*PLN*EH000737*3,82170689,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Aire de Haut Forez Sud,FR*PLN*EH003233*2,109733323,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
3 rue de l'artisanat,FR*PLN*EH003061*2,104888720,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Avenue Edouard Herriot,FR*PLN*EH003096*1,98332595,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"Eni Station - Aire de Thouars, A630",FR*PLN*EH001593*2,107215284,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 51 Rue de Remiremont,FR*PLN*EH000536*3,79049975,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - BOULEVARD PONTIFFROY,FR*PLN*EH000535*3,76688336,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
"4, Avenue du Centre Commercial",FR*PLN*EH002335*2,98332233,135bcc1691bef59b61232d4743742e37,c22287d4eb8140d785467ba0d6885855_14
ZAC du Clos neuf - 6 rue Denis Papin,FR*PLN*EH002971*2,115312100,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Chaumont-sur-Tharonne,FR*PLN*EH001596*2,95531359,ebca4abaea071b612ebaeb5fd7b8fb8c,e11d9f9257dc455fbf47af8913eb26df_104
Eni Station - BOULEVARD PONTIFFROY,FR*PLN*EH000535*1,76688337,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 20 - 22 ROUTE DE ST ANTOINE,FR*PLN*EH000549*2,89210500,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Haut Forez Nord - Autoroute A89,FR*PLN*EH002129*4,98332944,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - 5 Av. Jean Perrot,FR*PLN*EH000742*3,102403139,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Aire de Haut Forez Sud,FR*PLN*EH003242*3,109733303,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Route de Caen- D513 - Le Moulin du Prés,FR*PLN*EH002980*1,115312108,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
ZAC de Pontillault - Lieu dit les Berchères,FR*PLN*EH003057*1,105455166,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"ZAE la Ginieisse, Rte de Bessan",FR*PLN*EH001598*1,101562970,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
"445 Rue Gustave Eiffel, 11000 Carcassonne",FR*PLN*EH001597*2,98332436,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 61 Av. de Genève,FR*PLN*EH000739*1,95446567,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - BOULEVARD PONTIFFROY,FR*PLN*EH000535*2,76688338,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Haut Forez Nord - Autoroute A89,FR*PLN*EH002599*2,98332954,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - 42 Route d'Ingersheim,FR*PLN*EH000889*1,91688827,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 38-40 Av. du Roussillon,FR*PLN*EH001071*2,77912972,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
1935 Av. d'Espagne,FR*PLN*EH002254*3,99521410,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
1935 Av. d'Espagne,FR*PLN*EH002254*1,99521414,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Route du 17 Octobre 1961,FR*PLN*EH001096*1,98332458,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
